StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_age _1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_age _1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_age _1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_age _1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_age _1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_age _1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_age _1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_age _1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_age _1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_age _1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_age _1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_age _1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_age _1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_age _1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_age _1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_age _1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_age _1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_age _1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_age _1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_age _1,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_age_1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_age_1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_age_1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_age_1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_age_1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_age_1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_age_1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_age_1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_age_1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_age_1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_age_1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_age_1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_age_1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_age_1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_age_1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_age_1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_age_1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_age_1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_age_1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_age_1,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_traits_DO,1_age_1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_traits_DO,2_age_1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_traits_DO,3_age_1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_traits_DO,4_age_1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_traits_DO,5_age_1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_traits_DO,6_age_1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_traits_DO,7_age_1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_traits_DO,8_age_1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_traits_DO,9_age_1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_traits_DO,10_age_1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_traits_DO,11_age_1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_traits_DO,12_age_1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_traits_DO,13_age_1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_traits_DO,14_age_1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_traits_DO,15_age_1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_traits_DO,16_age_1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_traits_DO,17_age_1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_traits_DO,18_age_1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_traits_DO,19_age_1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_traits_DO,20_age_1,partAge,sex,sex_4_TEXT,race,race_6_TEXT,FL_8_DO,faces1_DO,faces2_DO,faces3_DO
4/6/22 15:26,4/6/22 15:52,0,150.210.231.37,100,1579,1,4/6/22 15:52,R_1DGA2t91GaL1pth,,,,,40.7252,-73.944,anonymous,EN,1,6,1,3,5,6,62,6,2,3,6,7,48,5,2,2,5,6,60,5,1,2,4,6,62,3,5,5,5,6,58,5,2,3,5,6,61,6,2,2,5,6,63,5,2,5,6,6,50,6,2,2,5,6,75,2,2,4,6,6,60,6,6,3,6,6,32,4,5,5,5,5,36,5,5,3,5,5,30,4,6,4,6,7,23,3,4,2,5,6,28,5,4,2,5,6,27,7,4,3,3,6,45,6,4,2,5,5,26,6,4,5,6,7,19,3,4,2,4,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,3,,faces1,face |traits|age ,,
4/6/22 16:53,4/6/22 16:55,0,209.150.51.189,100,166,1,4/6/22 16:55,R_3GrLJCPpBMSQreS,,,,,40.7465,-73.909,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,3|2|1|5|4,75,7,7,7,7,7,1|5|2|4|3,85,6,5,6,6,6,4|3|2|1|5,76,7,6,7,7,6,4|2|3|5|1,90,5,6,6,6,6,2|5|3|1|4,78,6,7,6,7,6,2|3|4|1|5,90,6,5,7,6,6,3|2|5|1|4,70,5,6,5,6,6,2|4|1|3|5,68,3,3,3,3,4,1|4|2|5|3,56,6,6,6,6,5,3|5|4|1|2,83,6,6,7,6,6,2|4|3|5|1,79,6,6,6,6,5,3|2|5|1|4,78,7,6,5,6,7,5|4|3|2|1,69,7,7,7,7,7,3|4|5|1|2,90,7,7,7,5,6,2|5|4|3|1,85,5,4,6,5,6,5|2|1|3|4,76,6,6,7,6,5,1|5|2|4|3,84,4,4,3,5,4,5|1|3|4|2,47,6,6,6,7,6,1|2|3|5|4,78,5,6,5,6,6,2|3|4|1|5,90,26,2,,1,,faces3,,,face |traits|age
4/6/22 19:58,4/6/22 20:04,0,104.148.132.71,100,345,1,4/6/22 20:04,R_1lshhDbX70MqbtK,,,,,40.7279,-73.5118,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,5,6,58,4,1,3,4,5,50,6,1,4,6,6,59,5,1,1,5,5,56,4,1,3,5,5,59,5,1,3,3,5,60,3,1,3,2,5,46,2,1,3,1,5,55,5,1,2,4,5,52,4,1,1,3,4,54,2,2,4,3,5,34,5,5,3,6,6,32,6,6,3,5,6,27,5,7,3,6,7,24,6,7,3,5,6,23,4,2,2,4,5,27,3,2,2,4,5,28,3,3,1,3,5,29,4,3,1,4,5,32,5,4,2,5,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,3,,faces2,,face|traits|age,
4/7/22 13:16,4/7/22 13:21,0,150.210.231.27,100,324,1,4/7/22 13:21,R_1hVVjlw2DtSm3mA,,,,,40.7252,-73.944,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,82,3,3,2,2,2,66,1,2,2,1,5,67,5,1,4,1,5,62,5,1,5,1,2,74,3,2,3,2,6,73,2,1,5,1,5,53,2,1,1,1,1,72,2,1,3,2,7,58,1,2,5,1,5,62,2,3,2,2,3,32,3,1,3,2,4,30,5,5,6,3,6,26,4,6,3,2,4,26,3,5,3,3,3,22,1,2,1,2,7,37,1,1,1,3,4,24,3,5,2,4,5,27,1,3,3,3,4,25,3,4,4,2,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,3,,faces2,,face|age|traits,
4/7/22 14:46,4/7/22 15:02,0,100.33.126.41,100,934,1,4/7/22 15:02,R_3R9LCHmUSOwSrSQ,,,,,40.7126,-74.0066,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,6,6,3|4|5|1|2,48,6,2,3,7,5,5|2|4|3|1,63,5,1,2,7,6,2|5|1|3|4,40,2,3,1,4,5,4|3|1|5|2,52,2,1,1,3,4,3|4|2|1|5,44,4,2,6,4,5,4|2|5|3|1,33,3,1,3,4,5,2|5|1|4|3,59,4,1,5,2,7,1|5|2|4|3,51,2,1,6,3,5,2|5|3|4|1,57,6,1,6,4,5,1|5|2|4|3,55,4,6,2,5,5,4|5|2|1|3,22,5,5,2,7,4,5|2|3|1|4,19,3,3,1,5,4,5|4|1|3|2,24,5,4,2,6,3,1|4|2|5|3,27,5,6,2,3,4,5|4|1|3|2,31,5,4,3,6,6,4|1|5|3|2,31,4,4,2,6,5,2|5|4|1|3,19,5,4,7,3,6,1|4|2|5|3,31,4,5,6,3,5,1|2|4|3|5,23,4,5,5,6,5,1|5|4|2|3,25,22,1,,1,,faces3,,,face |traits|age
4/7/22 14:56,4/7/22 15:08,0,173.52.53.176,100,733,1,4/7/22 15:08,R_2rZ4o11xdEdVOkK,,,,,40.6208,-74.0426,anonymous,EN,1,5,1,4,5,6,68,4,1,4,4,4,63,4,2,4,4,4,51,4,2,3,5,6,60,4,2,3,4,4,58,4,2,2,6,3,55,6,2,4,4,6,55,5,2,4,4,6,61,5,2,4,5,5,70,5,2,5,2,5,52,4,6,4,5,5,24,4,4,3,4,5,34,4,2,2,4,3,30,4,5,3,4,4,27,5,3,3,6,5,22,5,2,3,6,4,19,3,2,4,4,4,36,6,2,2,6,4,26,3,1,2,4,4,18,6,2,1,5,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,,5,,faces1,face |age |traits,,
3/31/22 17:14,3/31/22 17:14,0,72.80.229.222,47,9,0,4/7/22 17:14,R_vfuflsQ1px2UWiJ,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faces2,,face|traits|age,
4/7/22 18:03,4/7/22 18:17,0,67.245.76.3,100,783,1,4/7/22 18:17,R_1govR3Nf72tkCKT,,,,,40.7015,-73.8422,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,7,7,5|4|2|1|3,71,6,3,6,5,7,5|1|3|4|2,68,6,2,2,6,5,3|2|4|1|5,53,5,2,6,6,6,2|3|1|5|4,59,6,3,5,4,7,1|2|5|3|4,53,4,3,4,2,7,3|1|2|4|5,45,2,5,4,5,6,2|3|1|5|4,66,5,3,5,4,7,4|3|5|2|1,73,5,5,7,6,4,3|2|5|1|4,62,5,4,7,5,7,5|1|2|4|3,67,6,5,4,6,7,2|1|4|5|3,26,6,4,4,6,5,5|4|1|3|2,30,6,5,3,7,7,3|5|2|1|4,26,6,6,5,7,7,2|3|4|1|5,26,6,5,3,7,5,3|2|5|4|1,35,7,5,4,5,7,3|2|1|4|5,31,5,2,2,5,7,3|2|4|1|5,33,2,6,4,3,6,5|3|2|1|4,34,5,4,3,7,6,3|1|2|5|4,44,4,5,5,6,6,3|5|1|2|4,34,26,1,,5,,faces3,,,face |traits|age
4/7/22 19:28,4/7/22 19:38,0,69.115.78.239,100,595,1,4/7/22 19:38,R_cUqXgL66XMj83QJ,,,,,40.8731,-73.8726,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,54,2,2,2,2,3,55,3,3,3,3,4,53,3,3,3,4,4,55,2,2,2,2,3,55,2,2,3,2,3,64,2,2,3,2,3,63,2,2,3,2,3,56,2,2,3,2,3,58,2,2,3,2,3,60,2,5,2,2,3,38,2,4,3,3,4,29,2,3,3,2,3,31,2,4,3,2,3,30,2,5,3,2,3,24,2,2,2,2,3,34,3,3,3,3,3,24,2,2,3,2,3,37,2,2,2,3,3,37,2,4,3,3,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,3,,faces2,,face|age|traits,
4/7/22 20:25,4/7/22 20:30,0,67.245.76.3,100,307,1,4/7/22 20:30,R_a9kBtwAGIsh7XGh,,,,,40.7015,-73.8422,anonymous,EN,1,7,2,4,7,5,77,7,3,2,7,6,52,5,2,2,7,5,62,6,2,3,7,6,51,4,2,2,6,5,66,6,3,3,7,6,57,5,2,4,6,7,63,7,2,2,6,5,62,7,1,3,4,7,79,2,3,5,2,6,43,7,7,2,5,6,27,7,6,2,5,6,28,5,7,2,7,6,29,5,6,2,7,6,27,3,4,1,6,4,22,6,4,4,5,7,44,7,2,4,6,7,37,5,4,6,7,7,35,6,3,3,6,6,21,7,4,5,2,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,faces1,face |age |traits,,
4/7/22 20:56,4/7/22 21:09,0,98.14.176.26,100,774,1,4/7/22 21:09,R_smVrqag7fX7q87L,,,,,40.7513,-73.8244,anonymous,EN,1,5,3,2,5,4,59,6,3,3,4,5,45,3,2,5,2,3,52,7,3,3,6,7,59,6,3,3,4,5,43,7,3,3,5,6,59,6,3,5,3,7,63,7,4,6,6,6,59,5,2,3,3,5,74,7,4,4,3,7,56,6,6,4,6,5,22,7,5,6,5,6,32,6,5,3,4,5,34,4,5,5,5,4,29,5,5,4,5,5,23,6,4,3,3,5,37,6,4,5,5,6,37,5,3,5,4,4,27,5,4,5,4,6,23,2,4,5,3,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,,1,,faces1,face |age |traits,,
4/8/22 12:43,4/8/22 12:50,0,98.14.155.22,100,397,1,4/8/22 12:50,R_1IhGON0dxEDJqAG,,,,,40.73640442,-73.86949921,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,4,6,72,2,1,7,3,4,72,4,2,5,5,5,76,4,4,4,5,6,67,4,2,4,5,6,61,3,2,6,3,6,77,3,2,6,4,5,48,3,2,2,5,6,69,3,2,5,4,6,56,2,2,5,4,6,73,3,3,4,4,6,33,4,3,3,5,5,28,4,2,4,5,6,32,4,5,4,5,5,25,3,6,4,4,5,22,5,2,3,5,5,23,3,2,4,4,5,38,2,2,4,4,6,30,4,2,4,5,6,32,2,3,4,5,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,1,,faces2,,face|age|traits,
4/9/22 13:17,4/9/22 13:28,0,150.210.231.37,100,640,1,4/9/22 13:28,R_1rNgdcuLidkyQrM,,,,,40.67640686,-73.87529755,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,6,6,5|4|3|1|2,63,4,5,3,6,6,1|4|2|5|3,56,5,4,4,6,6,3|4|5|2|1,47,4,4,5,5,5,2|5|4|3|1,47,5,4,3,5,6,1|2|4|3|5,48,4,4,2,5,6,4|1|5|2|3,55,4,3,5,3,6,5|3|1|4|2,59,4,4,3,5,6,2|3|1|5|4,65,4,2,6,3,5,3|1|4|2|5,55,5,4,5,5,6,2|1|5|4|3,65,4,6,2,5,5,4|3|5|2|1,25,4,4,3,4,6,2|4|1|3|5,33,4,5,5,5,4,3|4|1|5|2,24,4,5,5,4,5,2|5|4|3|1,27,5,6,5,5,5,2|3|4|1|5,34,3,4,3,2,5,4|3|1|5|2,38,4,4,1,3,5,5|4|2|1|3,32,3,3,5,3,5,5|1|3|4|2,35,4,4,3,4,5,3|2|4|5|1,29,5,5,4,4,6,1|3|2|4|5,26,,1,,1,,faces3,,,face |age|traits
4/9/22 16:18,4/9/22 16:26,0,98.15.18.218,100,462,1,4/9/22 16:26,R_3GxI2qi6CqFRAhY,,,,,40.69400024,-73.8219986,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,7,6,43,1,3,2,5,5,48,2,2,6,7,7,52,1,2,4,4,4,50,1,2,3,5,6,45,1,1,1,5,5,62,1,1,1,1,3,50,1,4,4,5,5,62,1,1,2,4,5,47,1,1,2,5,5,59,1,5,4,5,5,28,1,7,7,7,7,22,1,5,5,7,6,27,1,7,7,7,7,22,1,7,7,7,7,20,1,2,3,3,3,20,1,1,4,4,5,31,1,2,2,5,5,24,1,1,1,2,6,27,1,2,6,5,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,6,West Indian,faces2,,face|age|traits,
4/9/22 16:27,4/9/22 16:31,0,98.15.18.218,100,219,1,4/9/22 16:31,R_30hLsVGk1RZ4Rr1,,,,,40.69400024,-73.8219986,anonymous,EN,1,4,4,4,4,4,59,6,2,6,4,6,39,4,4,4,4,5,52,4,4,4,4,4,61,6,3,4,5,5,50,2,2,3,5,6,51,3,2,7,6,7,59,3,5,5,6,5,56,1,1,2,2,2,72,2,5,3,4,7,42,7,7,7,7,7,22,7,7,7,7,7,22,7,7,7,7,7,22,7,7,7,7,7,21,7,7,7,7,7,31,5,7,6,4,5,26,2,5,2,6,4,31,3,6,3,6,7,26,1,1,5,6,6,19,2,3,7,2,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,6,West Indian,faces1,face |age |traits,,
4/9/22 17:43,4/9/22 17:49,0,74.64.35.69,100,356,1,4/9/22 17:49,R_3iDU5NLR2H6O1vk,,,,,40.7263031,-73.98179626,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,6,1|2|3|5|4,53,5,5,4,5,6,4|3|1|2|5,52,5,4,4,6,5,4|2|3|1|5,38,6,5,4,5,6,3|5|4|1|2,44,5,5,4,5,6,1|3|5|4|2,41,5,4,4,5,5,2|4|3|5|1,56,5,5,4,5,6,2|4|5|3|1,58,5,5,4,5,6,3|5|2|1|4,44,5,5,4,4,6,1|4|2|3|5,49,5,4,4,5,5,2|3|4|5|1,56,5,6,4,5,5,4|2|5|1|3,26,5,6,4,5,6,4|5|2|1|3,29,5,5,4,5,5,1|2|5|3|4,27,5,6,4,5,5,1|3|5|2|4,24,5,5,4,5,5,2|1|5|3|4,24,6,5,4,6,5,4|2|3|5|1,34,5,6,4,5,5,4|3|5|2|1,28,5,6,4,6,5,5|2|4|3|1,33,5,5,4,5,6,2|4|5|3|1,32,5,5,4,5,5,3|5|2|4|1,26,22,1,,1,,faces3,,,face |age|traits
